id,context,en
world.falling_skyway.entity.havelock_cutter.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Havelock Cutter]
world.falling_skyway.entity.havelock_enforcer.name,"assets/worlds/falling_skyway.toml -> Havelock's hired security picket. [bracketed]: unapproved copy",[HAVELOCK PICKET]
world.falling_skyway.entity.convoy_meridian.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Convoy Meridian]
world.falling_skyway.entity.hauler_lark.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Hauler Lark]
world.falling_skyway.entity.hauler_pell.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Hauler Pell]
world.falling_skyway.entity.shuttle_wick.name,assets/worlds/falling_skyway.toml -> [[entity]] name,[Shuttle Wick]
world.falling_skyway.capacity.fuel_lift.label,assets/worlds/falling_skyway.toml -> [[entity.overrides.infrastructure.capacity]] label,[Fuel lift per window]
world.falling_skyway.threshold.pumping.label,assets/worlds/falling_skyway.toml -> [[entity.overrides.infrastructure.threshold]] label,[Pumping]
world.falling_skyway.deadline.tether_slip.label,assets/worlds/falling_skyway.toml -> [[deadline]] label,[Tether slip]
world.falling_skyway.deadline.skyway_survey_due.label,assets/worlds/falling_skyway.toml -> [[deadline]] label,[Survey due to Control]
world.falling_skyway.objective.survey.text,Objective text — the Act 1 condition read in Falling Skyway,"[Take station off the skyhook. Get a condition read on the head and on both depots.]"
world.falling_skyway.objective.corridor.text,Objective text — the Act 1 corridor watch in Falling Skyway,"[Keep the corridor moving. See the lead hauler through the gate.]"
world.falling_skyway.objective.triage.text,Objective text — the Act 1 triage call in Falling Skyway,[Name the structure that takes the first repair team.]
world.probe_evidence.entity.skyway_hook.name,"assets/worlds/probe_evidence.toml -> [[entity]] name","[Skyway Hook]"
world.probe_evidence.entity.line_foreman.name,"assets/worlds/probe_evidence.toml -> [[entity]] name","[Line Foreman]"
world.probe_evidence.capacity.berths.label,"Crew-facing label for the berths capacity in the #1031 probe world","[Berths]"
world.probe_evidence.deadline.survey_window.label,"assets/worlds/probe_evidence.toml -> [[deadline]] label","[Survey returns]"
world.probe_evidence.evidence.stress_fracture,"Evidence text — what the hull scan of the skyway hook found, in the #1031 probe world","[Scan: stress fracture through the primary spar.]"
world.probe_evidence.evidence.foreman_admission,"Evidence text — what the line foreman admitted on an open channel, in the #1031 probe world","[The foreman: the spar was signed off without being looked at.]"
world.probe_evidence.comms.foreman_calls,"Dialogue body — the line foreman on an open channel, in the #1031 probe world","[Foreman here. You are asking about the hook.]"
world.probe_evidence.comms.press,"Response text — pressing the foreman for what he knows, in the #1031 probe world","[Who signed the inspection off?]"
world.probe_evidence.comms.let_it_go,"Response text — letting the foreman off the hook, in the #1031 probe world","[Nothing further.]"
world.falling_skyway.workforce.skyway_workers.label,assets/worlds/falling_skyway.toml -> [[workforce]] label,[Skyway Workers]
world.falling_skyway.workforce.havelock_operations.label,assets/worlds/falling_skyway.toml -> [[workforce]] label,[Havelock Operations]
world.probe_restraint.entity.enforcer.name,"assets/worlds/probe_restraint.toml -> the always-armed hostile the hold is tested on. [bracketed]: unapproved copy",[PROBE ENFORCER]
world.probe_restraint.entity.claimant_disabled.name,"assets/worlds/probe_restraint.toml -> the claimant taken out of the fight alive. [bracketed]: unapproved copy",[PROBE CLAIMANT A]
world.probe_restraint.entity.claimant_destroyed.name,"assets/worlds/probe_restraint.toml -> the claimant destroyed. [bracketed]: unapproved copy",[PROBE CLAIMANT B]
world.probe_strike.workforce.workers.label,assets/worlds/probe_strike.toml -> [[workforce]] label,[Probe Workers]
world.probe_strike.workforce.operator.label,assets/worlds/probe_strike.toml -> [[workforce]] label,[Probe Operator]
world.probe_strike.entity.tender_struck.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Struck-side Tender]
world.probe_strike.entity.depot_struck.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Struck Depot]
world.probe_strike.entity.tender_working.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Working-side Tender]
world.probe_strike.entity.depot_working.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Working Depot]
world.probe_strike.entity.sister_struck.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Struck-side Sister]
world.probe_strike.entity.rig_struck.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Struck Rig]
world.probe_strike.entity.sister_clear.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Clear-side Sister]
world.probe_strike.entity.rig_clear.name,assets/worlds/probe_strike.toml -> [[entity]] name,[Unworked Rig]
world.falling_skyway.objective.line.text,Objective text — the Act 2 dispute in Falling Skyway,[Get the line at Ladder Depot B working again.]
world.falling_skyway.objective.corroborate.text,Objective text — the optional Act 2 corroboration route in Falling Skyway,[Get a worker on the record about the Ladder B maintenance file.]
world.falling_skyway.commitment.safe_passage.terms,"Commitment terms — the captain's promise to the strike committee, Falling Skyway","[The corridor stays clear for the workers' craft through the final transfer window.]"
world.falling_skyway.commitment.safe_passage.resolves,Commitment resolution condition — the safe-passage promise in Falling Skyway,[Settled when the transfer window closes.]
world.falling_skyway.commitment.surface_records.terms,"Commitment terms — the captain's promise to surface the maintenance file, Falling Skyway","[The Ladder B maintenance file goes to Skyway Control, unedited.]"
world.falling_skyway.commitment.surface_records.resolves,Commitment resolution condition — the maintenance-file promise in Falling Skyway,[Settled when the survey report reaches Control.]
world.falling_skyway.evidence.ladder_b_maintenance_file,"Evidence text — the operator's own maintenance file on Ladder B, Falling Skyway","[Operator's file on Ladder B: every inspection signed off, none of them by anyone who was on the rung that day.]"
world.falling_skyway.evidence.picket_cleared_hurt,"Evidence text — what clearing the picket by force cost, Falling Skyway","[The Ladder B picket was cleared by Havelock security on our authorisation. There were casualties.]"
world.falling_skyway.comms.committee_hails,Dialogue body — the strike committee open the negotiation in Falling Skyway,"[Destroyer, this is the committee at Ladder B. Before you ask: nobody is going back up that rung until somebody fixes what is wrong down here.]"
world.falling_skyway.comms.listen,Response text — hearing the strike committee out in Falling Skyway,[I am listening. Tell me what is wrong down there.]
world.falling_skyway.comms.dismiss,Response text — talking down to the strike committee in Falling Skyway,[There are forty million people under that tether. Stand your people down.]
world.falling_skyway.comms.committee_terms,Dialogue body — the strike committee's two demands in Falling Skyway,"[Two things. Nobody works that rung while the tether is slipping, so the corridor is clear when the transfer runs. And the maintenance file on Ladder B goes to Control — not back to the operator who wrote it.]"
world.falling_skyway.comms.committee_ready,Dialogue body — the strike committee have enough to take to the floor in Falling Skyway,[That is more than anyone has offered us in six weeks. Say the word and I will put it to the floor.]
world.falling_skyway.comms.promise_passage,Response text — promising the workers safe passage in the transfer window in Falling Skyway,[You have my word. The corridor is clear when the transfer runs.]
world.falling_skyway.comms.promise_records,Response text — promising to surface the maintenance file in Falling Skyway,[I will put the file in front of Control myself.]
world.falling_skyway.comms.show_file,Response text — showing the committee the crew have already read the file in Falling Skyway,[I have read the file. It does not say what they told you it says.]
world.falling_skyway.comms.call_the_vote,Response text — asking the strike committee to put the offer to their floor in Falling Skyway,[Then put it to the floor.]
world.falling_skyway.comms.stall,Response text — keeping the committee's channel open without answering in Falling Skyway,[Give me a minute.]
world.falling_skyway.comms.committee_settles,Dialogue body — the strike committee's floor carries the vote in Falling Skyway,[The vote is carried. Twenty minutes to get the gear back on and the rung is yours.]
world.falling_skyway.comms.committee_signs_off,"Dialogue body — the strike committee's last word after the picket is forced, Falling Skyway",[We watched them come over the rail. Do not call this channel again.]
world.falling_skyway.comms.committee_no_longer_talking,Dialogue body — the strike committee refusing to negotiate after the force-open in Falling Skyway,[There is nothing to talk about now. You know what you did.]
world.falling_skyway.comms.havelock_hails,Dialogue body — Havelock security offer to clear the picket in Falling Skyway,"[Destroyer, Havelock Cutter. Company asset. That picket is costing the ladder a berth a minute and Control will not touch it. We can have the rung clear in ten minutes on your authorisation. Or you can go and talk to them.]"
